N (Nodes)	n (Processes)	Threads		Time (seconds)
	4			4				11		37.481744
	4			4				11		28.178585
	4			4				11		28.219846
	4			8				11		28.011596
	4			16				11		27.951759
	4			32				11		28.123013
	4			48				1		28.005586
	3			3				11		27.736892
	3			6				11		27.523347
	3			9				11		27.501296
	2			2				11		29.712427
	2			6				11		37.246113
	1			4				11		23.971042
	1			2				11		24.088365
	4			32				7		28.043000
	4			16				7		28.041333
	4			8				7		28.094025
	3			9				7		27.494095
