N (Nodes)	n (Processes)	Threads		Time (millieseconds)
	1			1				1		5836.604938
	1			1				2		3011.698106
	1			1				3		2104.523509
	1			1				4		1576.884411
	1			1				5		1279.981838
	1			1				6		1085.415768
	1			1				7		1162.126954
	1			1				8		1044.081446
	1			1				9		949.107866
	1			1				10		893.714680
	1			1				11		821.600883
	1			1				12		743.939447
